NewTarget,Confidence,BoundingBoxWidth,BoundingBoxHeight,BoundingBoxLeft,BoundingBoxTop,AgeRangeLow,AgeRangeHigh,SmileConfidence,EyeglassesConfidence,SunglassesConfidence,GenderConfidence,BeardConfidence,MustacheConfidence,EyesOpenConfidence,MouthOpenConfidence,eyeLeftX,eyeLeftY,eyeRightX,eyeRightY,mouthLeftX,mouthLeftY,mouthRightX,mouthRightY,noseX,noseY,leftEyeBrowLeftX,leftEyeBrowLeftY,leftEyeBrowRightX,leftEyeBrowRightY,leftEyeBrowUpX,leftEyeBrowUpY,rightEyeBrowLeftX,rightEyeBrowLeftY,rightEyeBrowRightX,rightEyeBrowRightY,rightEyeBrowupX,rightEyeBrowupY,leftEyeLeftX,leftEyeLeftY,leftEyeRightX,leftEyeRightY,leftEyeUpX,leftEyeUpY,leftEyeDownX,leftEyeDownY,rightEyeLeftX,rightEyeLeftY,rightEyeRightX,rightEyeRightY,rightEyeUpX,rightEyeUpY,rightEyeDownX,rightEyeDownY,noseLeftX,noseLeftY,noseRightX,noseRightY,mouthUpX,mouthUpY,mouthDownX,mouthDownY,leftPupilX,leftPupilY,rightPupilX,rightPupilY,upperJawlineLeftX,upperJawlineLeftY,midJawlineLeftX,midJawlineLeftY,chinBottomX,chinBottomY,midJawlineRightX,midJawlineRightY,upperJawlineRightX,upperJawlineRightY,PoseRoll,PoseYaw,PosePitch,QualityBrightness,QualitySharpness,SmileValue_ False,EyeglassesValue_ False,SunglassesValue_ False,GenderValue_ 'Male',BeardValue_ False,MustacheValue_ False,EyesOpenValue_ False,EyesOpenValue_ True,MouthOpenValue_ False
Relaxed,99.9998550415039,0.5394997596740723,0.5200079083442688,0.011425524950027466,0.33588671684265137,23,37,93.23715209960938,99.89263153076172,96.29460906982422,99.37517547607422,93.79663848876952,53.21785354614258,99.99337005615234,85.63052368164062,0.3353317975997925,0.4561933875083923,0.35800063610076904,0.7000541090965271,0.13179202377796173,0.5123703479766846,0.15071097016334534,0.7153422236442566,0.2599336802959442,0.6031597256660461,0.3633471131324768,0.3538407981395721,0.4068533480167389,0.4239295423030853,0.40708550810813904,0.4981793761253357,0.4201601147651672,0.6392608284950256,0.4331995248794556,0.7076624631881714,0.4031178057193756,0.7802678942680359,0.3286634683609009,0.4113391935825348,0.337137907743454,0.5044475793838501,0.3462803959846497,0.4536681473255158,0.32579681277275085,0.4585642516613007,0.35083967447280884,0.6520286798477173,0.3595273792743683,0.7425064444541931,0.36910897493362427,0.699111819267273,0.3483400344848633,0.7004589438438416,0.2170824408531189,0.556742250919342,0.2256184369325637,0.6476983428001404,0.17458416521549225,0.6112359762191772,0.10952841490507126,0.62087482213974,0.3353317975997925,0.4561933875083923,0.35800063610076904,0.7000541090965271,0.2790476381778717,0.30041730403900146,0.06707537174224854,0.3899587392807007,0.006584654096513987,0.6362873315811157,0.10785652697086334,0.8253546953201294,0.3290925323963165,0.8368296623229979,82.49192810058594,2.162445306777954,13.906447410583494,44.78410339355469,92.22801208496094,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Relaxed,99.99983215332031,0.5150116086006165,0.5104966759681702,0.4697861969470978,0.23548583686351776,30,46,86.32710266113281,99.93233489990234,56.22174072265625,99.5132064819336,88.77803039550781,55.23381042480469,99.98573303222656,80.35352325439453,0.6411105394363403,0.6238706707954407,0.6572152376174927,0.3814959824085236,0.8419053554534912,0.6310131549835205,0.8555704951286316,0.42904478311538696,0.7353168725967407,0.5322869420051575,0.5972442030906677,0.7002637386322021,0.567804217338562,0.6343550682067871,0.5791702270507812,0.5681020021438599,0.5883433222770691,0.4288507401943207,0.5863348841667175,0.3542677164077759,0.6253510117530823,0.27913445234298706,0.6401644349098206,0.6643236875534058,0.6465761661529541,0.5756995677947998,0.63017338514328,0.6233872175216675,0.6501237154006958,0.6235009431838989,0.6562716364860535,0.4293048381805421,0.6621077060699463,0.3359652459621429,0.6463607549667358,0.3799630403518677,0.66617351770401,0.383565217256546,0.7670791149139404,0.5689557790756226,0.7731871604919434,0.4792004227638245,0.8154686689376831,0.5318253040313721,0.878505289554596,0.5375191569328308,0.6411105394363403,0.6238706707954407,0.6572152376174927,0.3814959824085236,0.6674606204032898,0.742417573928833,0.8810206055641174,0.7237087488174438,0.99001282453537,0.5442041158676147,0.9101030230522156,0.2946484982967377,0.7027887105941772,0.2136176824569702,-86.27710723876953,-3.987330198287964,13.838831901550293,39.13249969482422,86.86019134521484,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Relaxed,99.99720764160156,0.5651392340660095,0.5600574016571045,0.4233359694480896,0.4367393255233765,27,43,81.92533111572266,99.96105194091795,59.07514572143555,99.63088989257812,84.00165557861328,65.18889617919922,99.99352264404295,69.00865173339844,0.601013720035553,0.8308389782905579,0.6201577186584473,0.5730640292167664,0.8112292885780334,0.8446766138076782,0.8271784782409668,0.6296188235282898,0.7039749026298523,0.7238950729370117,0.5529346466064453,0.9149460792541504,0.5243798494338989,0.8375888466835022,0.5376335978507996,0.7652336359024048,0.5487838983535767,0.6173844933509827,0.5468355417251587,0.5402113795280457,0.5866595506668091,0.4675486981868744,0.5991572737693787,0.8754169940948486,0.6071509718894958,0.7797040343284607,0.5896883606910706,0.8293241262435913,0.6104791164398193,0.8306396603584291,0.6187335848808289,0.6240575909614563,0.6252749562263489,0.526341438293457,0.6089954376220703,0.5705224871635437,0.6295424699783325,0.5755138397216797,0.7348301410675049,0.7712926864624023,0.7421247959136963,0.6759828329086304,0.7862015962600708,0.7322025299072266,0.8517735004425049,0.7418432831764221,0.601013720035553,0.8308389782905579,0.6201577186584473,0.5730640292167664,0.6217477321624756,0.9762252569198608,0.8466058373451233,0.9603378176689148,0.9671419858932496,0.7576332688331604,0.8816510438919067,0.505107581615448,0.6644585728645325,0.414903849363327,-84.66972351074219,-1.5565301179885864,13.76961898803711,39.95867919921875,89.85481262207031,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Relaxed,99.99624633789062,0.4288945198059082,0.4141544997692108,0.13515111804008484,0.4102846682071686,22,34,97.0601043701172,99.75652313232422,99.88434600830078,99.9840850830078,95.49079895019531,56.79145050048828,55.76813125610352,93.94258880615234,0.4059184491634369,0.5166367292404175,0.4153590798377991,0.7187585234642029,0.25167256593704224,0.5453183650970459,0.25938448309898376,0.7139589190483093,0.3366910815238953,0.6242493391036987,0.4335093200206757,0.43742892146110535,0.4598711133003235,0.4954431056976318,0.456159383058548,0.5548173785209656,0.4615971148014069,0.670656681060791,0.4708656072616577,0.7285516858100891,0.4502068161964417,0.7888937592506409,0.4033989608287811,0.4802770018577576,0.4058745205402374,0.5563211441040039,0.4138385653495789,0.5152423381805421,0.398675948381424,0.5177572369575499,0.4116048812866211,0.6784154772758484,0.4162507653236389,0.7540714144706726,0.4233532249927521,0.7182172536849976,0.4080550074577332,0.7179006338119507,0.3103689253330231,0.5869004726409912,0.313881516456604,0.6615670919418335,0.2759093940258026,0.627257227897644,0.22765152156353,0.630642294883728,0.4059184491634369,0.5166367292404175,0.4153590798377991,0.7187585234642029,0.3817612826824188,0.39502474665641785,0.2164950966835022,0.4504880011081696,0.14256922900676727,0.6368209719657898,0.2335030138492584,0.8072112798690796,0.4027828574180603,0.8355384469032288,84.38451385498047,-0.42858025431633,8.318948745727539,29.02677154541016,67.22731018066406,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Relaxed,99.99929809570312,0.5390891432762146,0.5161254405975342,0.2302623987197876,0.423710823059082,22,34,97.48068237304688,79.28282928466797,94.44788360595705,99.71571350097656,92.51243591308594,51.08853530883789,97.0911636352539,89.34508514404297,0.5609012842178345,0.5573030114173889,0.5764318108558655,0.8061975836753845,0.3662298619747162,0.5960893034934998,0.3790708184242249,0.8036121726036072,0.4700131714344025,0.6937773823738098,0.5961529612541199,0.45777627825737,0.6276558041572571,0.5300114750862122,0.6230383515357971,0.6038181781768799,0.6318657398223877,0.7465624213218689,0.6455126404762268,0.8173429369926453,0.6233391761779785,0.8909385800361633,0.5577535629272461,0.5120876431465149,0.5615693926811218,0.6061385869979858,0.5706038475036621,0.5554606914520264,0.5517756938934326,0.5587455630302429,0.5709643959999084,0.756489098072052,0.5788066983222961,0.8494596481323242,0.5861961245536804,0.8054748177528381,0.5671624541282654,0.8053224086761475,0.4396708309650421,0.64668869972229,0.445385605096817,0.7388449311256409,0.3964367210865021,0.6975103616714478,0.3364831805229187,0.7024214863777161,0.5609012842178345,0.5573030114173889,0.5764318108558655,0.8061975836753845,0.5364264249801636,0.40345561504364014,0.3284346461296081,0.4759789705276489,0.2319311499595642,0.7109795808792114,0.35598456859588623,0.9164599180221558,0.5705044269561768,0.9467701911926272,84.82200622558594,0.046689130365848534,5.507789134979248,43.379974365234375,78.64350128173828,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Relaxed,99.99967956542969,0.5012706518173218,0.461784303188324,0.3654845058917999,0.3743228912353516,22,34,96.7706527709961,86.89651489257812,95.5203094482422,99.85651397705078,94.04930114746094,52.15021514892578,96.41607666015624,90.152587890625,0.5389398336410522,0.7139657139778137,0.5449138283729553,0.4868945777416229,0.7194837927818298,0.7090634703636169,0.7246682047843933,0.5195836424827576,0.6306920051574707,0.6226627230644226,0.4980646669864655,0.7879040241241455,0.4746083021163941,0.7277644276618958,0.4844606220722199,0.66538405418396,0.4878703355789185,0.5354195833206177,0.4815333783626557,0.4662203192710877,0.5086460113525391,0.3938813507556915,0.5380746126174927,0.7517815232276917,0.5420059561729431,0.6687189340591431,0.5295399427413939,0.7141042947769165,0.5469862222671509,0.7131152749061584,0.5455870628356934,0.5316479206085205,0.546323299407959,0.4443195760250092,0.5355702638626099,0.486191838979721,0.5530142784118652,0.4883645474910736,0.6541717052459717,0.6551769375801086,0.6565564274787903,0.5713165402412415,0.6973624229431152,0.6177709698677063,0.7527999281883241,0.6194217801094055,0.5389398336410522,0.7139657139778137,0.5449138283729553,0.4868945777416229,0.5501173734664917,0.8232501745223999,0.7441160082817078,0.7929810881614685,0.8490936756134033,0.6192030310630798,0.7554433941841125,0.3923785984516144,0.5635406970977783,0.3291907012462616,-87.29833984375,-3.002869129180908,8.213202476501465,48.4628791809082,89.85481262207031,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Stressed,99.99935913085938,0.4763661623001098,0.4558892250061035,0.3887644112110138,0.37775182723999023,22,34,97.96527862548828,99.29161071777344,99.78636169433594,99.94434356689452,91.2742691040039,66.11578369140625,77.62490844726562,95.6723403930664,0.5394265055656433,0.7069551944732666,0.563445508480072,0.4943421483039856,0.7142419219017029,0.7258872985839844,0.7341615557670593,0.5482009053230286,0.6372288465499878,0.621959388256073,0.494005560874939,0.7742064595222473,0.4769752323627472,0.7092909216880798,0.4917826652526856,0.6499751210212708,0.5055698156356812,0.5280882716178894,0.5047924518585205,0.4640961885452271,0.5359852910041809,0.4051127731800079,0.5354343652725221,0.7437529563903809,0.5461512804031372,0.6646654605865479,0.5305051207542419,0.7052447199821472,0.5474111437797546,0.7070415616035461,0.5606697201728821,0.5363125801086426,0.568035364151001,0.455725759267807,0.5546379089355469,0.4917542338371277,0.5712283849716187,0.4965038895606994,0.6561442613601685,0.6623665690422058,0.6650941371917725,0.5836548209190369,0.7008640766143799,0.6318303942680359,0.7539563179016113,0.6421432495117188,0.5394265055656433,0.7069551944732666,0.563445508480072,0.4943421483039856,0.5394233465194702,0.8270896673202515,0.7286098003387451,0.8228468894958496,0.8456873297691345,0.6596879363059998,0.7716807126998901,0.4471882581710816,0.5922906398773193,0.3641328513622284,-81.96823120117188,-0.25095534324646,5.373140811920166,56.8812141418457,73.32209777832031,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
Stressed,99.99213409423828,0.31705066561698914,0.3375374376773834,0.11033912748098372,0.4715800881385803,23,37,97.4903335571289,77.79468536376953,86.68072509765625,99.67406463623048,88.53119659423828,60.58715438842773,97.1142578125,85.0164794921875,0.3250254988670349,0.5487743616104126,0.32809925079345703,0.7174925208091736,0.2013812363147736,0.5646916627883911,0.20364846289157867,0.7048020362854004,0.2880869507789612,0.6297280192375183,0.3424077332019806,0.4861942231655121,0.3729382157325745,0.5332605838775635,0.3723552227020264,0.5816698670387268,0.3741308748722077,0.6787564158439636,0.3765086531639099,0.7284480929374695,0.3478594124317169,0.7801730632781982,0.3213410079479217,0.5191660523414612,0.3241959810256958,0.5818755030632019,0.3326145112514496,0.5478459596633911,0.3194301128387451,0.5494858622550964,0.3260743319988251,0.6839553117752075,0.32548823952674866,0.747568666934967,0.33571135997772217,0.7173740267753601,0.3224465548992157,0.7164426445960999,0.2550417482852936,0.6008301377296448,0.25612327456474304,0.6629438400268555,0.2281542867422104,0.6320337653160095,0.18638241291046145,0.6329829692840576,0.3250254988670349,0.5487743616104126,0.32809925079345703,0.7174925208091736,0.2773689031600952,0.4538670182228088,0.14636974036693573,0.4910376071929932,0.10823722928762436,0.635806679725647,0.15169955790042874,0.7884385585784912,0.2841554880142212,0.8224053978919983,88.88776397705078,-3.7067019939422607,26.1289119720459,19.9116325378418,86.86019134521484,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Stressed,99.997314453125,0.3060111403465271,0.34369418025016785,0.6038160920143127,0.4906475841999054,22,34,99.00202178955078,90.07061004638672,94.8471450805664,99.89305877685548,91.49949645996094,61.37040328979492,88.29271697998047,85.92605590820312,0.6900216341018677,0.7421954274177551,0.6942518949508667,0.5723858475685121,0.8134895563125609,0.7295230031013489,0.8169047236442566,0.5877842307090759,0.7264639139175415,0.6477130055427551,0.6713787913322449,0.8051861524581909,0.6415743827819824,0.7506487369537354,0.6435693502426147,0.700109601020813,0.6459859609603882,0.6034632325172424,0.6463534832000732,0.5564160346984863,0.6785230040550232,0.5130088329315186,0.6930396556854248,0.7726150751113892,0.6923850774765015,0.7081932425498962,0.6823269724845886,0.7412806153297424,0.6956916451454163,0.7407200932502747,0.6949257850646973,0.6059041023254395,0.6986440420150757,0.5437029600143433,0.6865360736846924,0.5713397264480591,0.6997826099395752,0.5733491778373718,0.7601039409637451,0.6844056248664856,0.7615399956703186,0.6225340962409973,0.7873373031616211,0.6531109213829039,0.8296122550964355,0.6549878120422363,0.6900216341018677,0.7421954274177551,0.6942518949508667,0.5723858475685121,0.7385266423225403,0.853839635848999,0.8687953948974609,0.819401204586029,0.9083337783813475,0.6606451272964478,0.8756377696990967,0.5244079828262329,0.7473313808441162,0.4885133802890778,-84.69930267333984,2.2370779514312744,30.04065704345703,20.85426902770996,86.86019134521484,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Happy,99.9962921142578,0.4163819253444672,0.4557788968086242,0.07441595941781998,0.5166573524475098,22,34,97.4008560180664,99.5883560180664,99.807373046875,99.62310028076172,94.37212371826172,71.413818359375,98.14952850341795,98.54855346679688,0.34878018498420715,0.6118595600128174,0.3791879415512085,0.8219999074935913,0.1953488141298294,0.6778826713562012,0.22025302052497864,0.8528008460998535,0.3169102966785431,0.7335539460182191,0.3596098721027374,0.525700569152832,0.4065709114074707,0.5765109658241272,0.4139685034751892,0.6383922696113586,0.4317335784435272,0.7593087553977966,0.4422824084758759,0.8195430636405945,0.4132049977779389,0.8914592862129211,0.3390413820743561,0.5754695534706116,0.3528466522693634,0.653753936290741,0.35820472240448,0.6083137392997742,0.3417176902294159,0.6149532198905945,0.3712871968746185,0.7808681130409241,0.380450427532196,0.8598644733428955,0.3888851404190064,0.8194286227226257,0.3719182312488556,0.8228523135185242,0.2692468762397766,0.7051349878311157,0.2806719243526459,0.7825199961662292,0.24062733352184296,0.7545753717422485,0.18771588802337646,0.7701401710510254,0.34878018498420715,0.6118595600128174,0.3791879415512085,0.8219999074935913,0.26972419023513794,0.5019625425338745,0.11091767996549606,0.5962256193161011,0.0888570100069046,0.7987852692604065,0.16582632064819336,0.9664160013198853,0.337336927652359,0.9604631066322328,77.25910186767578,3.6432514190673833,25.13619804382324,85.89506530761719,83.14741516113281,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
