NewTarget,Confidence,BoundingBoxWidth,BoundingBoxHeight,BoundingBoxLeft,BoundingBoxTop,AgeRangeLow,AgeRangeHigh,SmileConfidence,EyeglassesConfidence,SunglassesConfidence,GenderConfidence,BeardConfidence,MustacheConfidence,EyesOpenConfidence,MouthOpenConfidence,eyeLeftX,eyeLeftY,eyeRightX,eyeRightY,mouthLeftX,mouthLeftY,mouthRightX,mouthRightY,noseX,noseY,leftEyeBrowLeftX,leftEyeBrowLeftY,leftEyeBrowRightX,leftEyeBrowRightY,leftEyeBrowUpX,leftEyeBrowUpY,rightEyeBrowLeftX,rightEyeBrowLeftY,rightEyeBrowRightX,rightEyeBrowRightY,rightEyeBrowupX,rightEyeBrowupY,leftEyeLeftX,leftEyeLeftY,leftEyeRightX,leftEyeRightY,leftEyeUpX,leftEyeUpY,leftEyeDownX,leftEyeDownY,rightEyeLeftX,rightEyeLeftY,rightEyeRightX,rightEyeRightY,rightEyeUpX,rightEyeUpY,rightEyeDownX,rightEyeDownY,noseLeftX,noseLeftY,noseRightX,noseRightY,mouthUpX,mouthUpY,mouthDownX,mouthDownY,leftPupilX,leftPupilY,rightPupilX,rightPupilY,upperJawlineLeftX,upperJawlineLeftY,midJawlineLeftX,midJawlineLeftY,chinBottomX,chinBottomY,midJawlineRightX,midJawlineRightY,upperJawlineRightX,upperJawlineRightY,PoseRoll,PoseYaw,PosePitch,QualityBrightness,QualitySharpness,SmileValue_ False,EyeglassesValue_ False,SunglassesValue_ False,GenderValue_ 'Male',BeardValue_ False,MustacheValue_ False,EyesOpenValue_ False,EyesOpenValue_ True,MouthOpenValue_ False
Relaxed,99.99745178222656,0.5413480401039124,0.44172748923301697,0.2477752566337585,0.5756224989891052,16,28,90.23997497558594,96.57928466796876,99.14649963378906,94.90298461914062,96.3915023803711,98.59308624267578,71.2436294555664,82.8840103149414,0.35595694184303284,0.8015479445457458,0.5696473717689514,0.7666061520576477,0.4134008884429932,0.9714131951332092,0.5911142230033875,0.9423141479492188,0.4422028660774231,0.8731532096862793,0.28372490406036377,0.7734941840171814,0.3185443878173828,0.7423315644264221,0.3748783767223358,0.7409648299217224,0.4971708357334137,0.7206502556800842,0.565012514591217,0.701918363571167,0.6552801728248596,0.7132338881492615,0.3234655261039734,0.8068549036979675,0.3993232846260071,0.7957690358161926,0.3513323962688446,0.7925221920013428,0.3590899109840393,0.8084397315979004,0.5283800959587097,0.7746519446372986,0.6129464507102966,0.7598351836204529,0.5658302307128906,0.7574300765991211,0.5706518888473511,0.7740300297737122,0.43430808186531067,0.8989672064781189,0.5133516192436218,0.8863641023635864,0.4798103868961334,0.9332929849624634,0.4986971318721771,0.9852176308631896,0.35595694184303284,0.8015479445457458,0.5696473717689514,0.7666061520576477,0.29757580161094666,0.8260673284530641,0.3784038722515106,1.0041050910949707,0.5393867492675781,1.0753138065338137,0.757391631603241,0.9446151852607728,0.7641854882240295,0.7511135339736938,-15.170499801635742,-14.568596839904785,13.566208839416506,21.3006591796875,53.33004760742188,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Relaxed,99.99398040771484,0.5965161919593811,0.5405550599098206,0.2960866093635559,0.4465316832065582,13,23,94.79129791259766,98.32705688476562,99.32971954345705,93.96791076660156,94.93805694580078,97.20278930664062,57.59464645385742,83.76634216308594,0.4711513221263886,0.6707792282104492,0.7292030453681946,0.6241297721862793,0.5595683455467224,0.8579771518707275,0.774422287940979,0.8186718821525574,0.6499426364898682,0.7137281894683838,0.3553097248077393,0.6553182005882263,0.4295128583908081,0.6004717946052551,0.5101181864738464,0.5906498432159424,0.6576024889945984,0.5640271902084351,0.726129412651062,0.5468494296073914,0.8020315170288086,0.5742191076278687,0.42336276173591614,0.6826528310775757,0.5225533246994019,0.6632893681526184,0.4677728414535522,0.6592711210250854,0.4754268527030945,0.6788562536239624,0.6783314347267151,0.6351553797721863,0.7719994783401489,0.6193538904190063,0.7265083193778992,0.6124163269996643,0.7303160429000854,0.632553219795227,0.599826455116272,0.7660199999809265,0.69439297914505,0.7486748695373535,0.6641902327537537,0.7997937798500061,0.682194709777832,0.8629891872406006,0.4711513221263886,0.6707792282104492,0.7292030453681946,0.6241297721862793,0.2985164523124695,0.7547247409820557,0.426526814699173,0.947861671447754,0.7102224230766296,0.9788967967033386,0.8785699009895325,0.8652740120887756,0.8579257726669312,0.6531633138656616,-12.19224452972412,5.184477806091309,22.768218994140625,13.09520435333252,53.33004760742188,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Relaxed,99.99720764160156,0.4527885913848877,0.4006911516189575,0.18427081406116488,0.5262745618820189,17,29,87.97840118408203,90.85574340820312,95.3118896484375,98.90489959716795,98.20843505859376,98.7093276977539,97.07923889160156,85.01979064941406,0.3063013553619385,0.6823545098304749,0.5013978481292725,0.6805688142776489,0.32071641087532043,0.8266437649726868,0.4828223586082458,0.8250195384025574,0.3976247310638428,0.7344080209732056,0.2364543378353119,0.6564895510673523,0.29031169414520264,0.6266553401947021,0.34561440348625183,0.6295627355575562,0.45707821846008295,0.6285178661346436,0.5146291851997375,0.6246872544288635,0.5745143890380859,0.6535118222236633,0.27245837450027466,0.6848228573799133,0.3448536992073059,0.6831216216087341,0.3055458664894104,0.6736322641372681,0.3072686791419983,0.6884092092514038,0.4626385271549225,0.6820588111877441,0.5361137986183167,0.68248051404953,0.5011664628982544,0.6718391180038452,0.5000037550926208,0.6866655945777893,0.3642618060112,0.7654739618301392,0.4357698559761048,0.7649111151695251,0.3992164731025696,0.7975744605064392,0.3996049463748932,0.8447316288948059,0.3063013553619385,0.6823545098304749,0.5013978481292725,0.6805688142776489,0.1997970938682556,0.7204055786132812,0.23803748190402985,0.8737903237342834,0.4014517366886139,0.9310705065727234,0.5804262161254883,0.8714421391487122,0.6233758926391602,0.7169919013977051,-1.2018048763275146,-2.0523009300231934,17.716209411621094,14.608343124389648,60.49041748046875,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Relaxed,99.9991683959961,0.6536949276924133,0.6236199140548706,0.3359914720058441,0.2701878547668457,28,44,93.68595123291016,99.47977447509766,99.79268646240234,96.24324798583984,96.32781982421876,98.99689483642578,72.7962646484375,89.9792709350586,0.5167940258979797,0.5215011835098267,0.8142557144165039,0.5178165435791016,0.5470491647720337,0.7540566921234131,0.7941455841064453,0.7505382299423218,0.6746633648872375,0.6154908537864685,0.403129905462265,0.4773907065391541,0.4918724298477173,0.43461740016937256,0.5794827938079834,0.4408230781555176,0.7499349117279053,0.4386590421199799,0.8349881768226624,0.4303888380527496,0.9199000597000122,0.4709531664848328,0.4630512893199921,0.5244772434234619,0.5755782127380371,0.5226511359214783,0.5158898830413818,0.5081512331962585,0.5185084939002991,0.5313898921012878,0.7552719712257385,0.5204571485519409,0.8656532168388367,0.519406795501709,0.8144457936286926,0.5044018626213074,0.8127368092536926,0.5276492834091187,0.6152791380882263,0.6586914658546448,0.724923849105835,0.657260000705719,0.6719593405723572,0.7108097076416016,0.6727650761604309,0.7848217487335205,0.5167940258979797,0.5215011835098267,0.8142557144165039,0.5178165435791016,0.33147764205932617,0.5682487487792969,0.39959874749183655,0.8148154020309448,0.6727278828620911,0.9178956747055054,0.9249311089515686,0.8085587024688721,0.9799968004226683,0.5604171752929688,-0.618069589138031,1.252353310585022,14.026504516601562,21.398509979248047,46.02980041503906,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Relaxed,99.99906158447266,0.6565647125244141,0.6253081560134888,0.3412458300590515,0.2760669589042664,31,47,66.7608642578125,99.3199462890625,99.70623016357422,94.541259765625,94.59524536132812,98.8725814819336,57.24359893798828,85.27405548095703,0.5190528631210327,0.5251157879829407,0.8201350569725037,0.5240616798400879,0.5455076098442078,0.7462863922119141,0.7964369058609009,0.7452362179756165,0.6706585884094238,0.6256884932518005,0.4071801006793976,0.4785037636756897,0.4947108328342438,0.4432294070720673,0.5817199349403381,0.4516533613204956,0.7533637881278992,0.4509232938289642,0.8402588367462158,0.4418444633483887,0.9286303520202636,0.4764060378074646,0.4656261801719666,0.5261998772621155,0.5784580707550049,0.5266373753547668,0.5181418061256409,0.5128254294395447,0.5205554962158203,0.5346022844314575,0.7601470947265625,0.5259903073310852,0.8726147413253784,0.5246831774711609,0.8199999928474426,0.5116962790489197,0.8181506991386414,0.5334832668304443,0.6139703989028931,0.6609588265419006,0.7243972420692444,0.6605080366134644,0.6696612238883972,0.7120798230171204,0.6700670719146729,0.7815805077552795,0.5190528631210327,0.5251157879829407,0.8201350569725037,0.5240616798400879,0.3416012823581696,0.552977979183197,0.4057740271091461,0.7920188307762146,0.6708096861839294,0.9051112532615662,0.933709681034088,0.7900418639183044,0.994372308254242,0.5504045486450195,-0.68632572889328,-0.1026708260178566,11.986879348754885,20.16593360900879,67.22731018066406,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Sad,99.99614715576172,0.6532015204429626,0.7112597227096558,0.01883154362440109,0.2759001851081848,22,34,97.11380004882812,91.97857666015624,95.54379272460938,73.28742980957031,79.60616302490234,93.91529846191406,89.51176452636719,56.8916015625,0.19882331788539886,0.5732016563415527,0.5000225305557251,0.5667350888252258,0.22623226046562195,0.8177520632743835,0.4771466851234436,0.81345534324646,0.29774513840675354,0.6773374080657959,0.10065969079732896,0.527646005153656,0.1615487039089203,0.4841810166835785,0.23993165791034696,0.4906376004219055,0.4131125807762146,0.4864530265331268,0.5099631547927856,0.475904643535614,0.6248345375061035,0.5157472491264343,0.15108732879161835,0.5761280059814453,0.2576180398464203,0.5744365453720093,0.1943899244070053,0.5595688223838806,0.1992606520652771,0.5838690400123596,0.4395550489425659,0.5703846216201782,0.5593361854553223,0.5675322413444519,0.4969855844974518,0.5530203580856323,0.497544676065445,0.5776787400245667,0.2726253569126129,0.7198533415794373,0.384284108877182,0.717692494392395,0.32488328218460083,0.7750331163406372,0.3330956101417541,0.852306604385376,0.19882331788539886,0.5732016563415527,0.5000225305557251,0.5667350888252258,0.0956713855266571,0.6183683276176453,0.15427124500274658,0.8770874142646791,0.3590550124645233,0.989612638950348,0.6882951259613037,0.8654801249504089,0.7539806962013245,0.6029146313667297,-7.739241600036621,-5.5978169441223145,23.579071044921875,16.296199798583984,95.51618957519531,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Sad,99.96874237060548,0.6362343430519104,0.6620516777038574,0.32340919971466064,0.32516664266586304,18,30,98.3009796142578,83.23394012451172,90.5573959350586,51.9792366027832,75.4923324584961,92.934814453125,88.84283447265625,80.07006072998047,0.5508108735084534,0.5725326538085938,0.889026403427124,0.5910481810569763,0.5435535311698914,0.869332492351532,0.8252938985824585,0.8826158046722412,0.7860057353973389,0.7253380417823792,0.4021676480770111,0.5033049583435059,0.5480123162269592,0.4670854210853577,0.6602346301078796,0.4857373237609863,0.8550885915756226,0.4973977506160736,0.9402522444725036,0.4902814626693726,0.9917855858802797,0.5365126729011536,0.4789668321609497,0.569976270198822,0.6166083812713623,0.5791275501251221,0.5554447174072266,0.5572214722633362,0.5506558418273926,0.5858019590377808,0.8210514187812805,0.5905779004096985,0.9379619359970092,0.5949828028678894,0.8954792618751526,0.5760181546211243,0.8859444856643677,0.6038826704025269,0.6647482514381409,0.7616870403289795,0.7908347845077515,0.7684304118156433,0.726947546005249,0.8330948352813721,0.7042617201805115,0.923029601573944,0.5508108735084534,0.5725326538085938,0.889026403427124,0.5910481810569763,0.21596583724021912,0.5869125127792358,0.2622324824333191,0.9021674990653992,0.6483461856842041,1.0785288810729978,0.8658707737922668,0.9362875819206238,0.9577533602714542,0.6299823522567749,1.5865950584411619,19.88485717773437,5.077797889709473,19.469196319580078,97.45164489746094,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Relaxed,99.98944854736328,0.5608019828796387,0.62259840965271,0.4228276312351227,0.3428176939487457,15,27,98.91558074951172,99.4035186767578,99.76103973388672,96.55200958251952,69.13086700439453,96.79820251464844,55.57458877563477,94.90057373046876,0.610884964466095,0.5844752192497253,0.9235938787460328,0.5591879487037659,0.6726264953613281,0.7931375503540039,0.9333075284957886,0.7726782560348511,0.7761818170547485,0.623540997505188,0.4887264966964722,0.5652766823768616,0.5707523226737976,0.5003191828727722,0.660919725894928,0.4930295050144196,0.8390535116195679,0.4783323705196381,0.9287402033805848,0.4706278145313263,1.0281753540039062,0.5204513669013977,0.5566492080688477,0.5957337617874146,0.6722429394721985,0.5816167593002319,0.60752934217453,0.5705022811889648,0.6136228442192078,0.5936160087585449,0.8608518838882446,0.566253125667572,0.9782611727714542,0.5613074898719788,0.9206839203834534,0.5450030565261841,0.9219688177108764,0.5685141086578369,0.7265003323554993,0.6916501522064209,0.8402047157287598,0.6822443604469299,0.7911227345466614,0.7324860692024231,0.8027684688568115,0.8064784407615662,0.610884964466095,0.5844752192497253,0.9235938787460328,0.5591879487037659,0.4409556984901428,0.6961234211921692,0.5444345474243164,0.9153395295143129,0.8257228136062622,0.946870505809784,1.0869426727294922,0.8694089651107788,1.1147226095199585,0.6394204497337341,-6.545207500457764,2.5196375846862797,27.950817108154297,73.87702178955078,67.22731018066406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Relaxed,99.99984741210938,0.7218119502067566,0.7131984233856201,0.23898738622665405,0.3195691406726837,16,28,97.92416381835938,60.07500839233398,63.83218002319336,98.5894775390625,97.19713592529295,99.06189727783205,99.60128784179688,83.4072494506836,0.4672391712665558,0.5899424552917479,0.82112717628479,0.5380935072898865,0.5684354305267334,0.8479659557342529,0.8638020753860474,0.8048415184020996,0.6917051672935486,0.6529349088668823,0.3147653043270111,0.5668924450874329,0.4142145812511444,0.4932048320770264,0.5219528079032898,0.4826268255710602,0.7242057323455809,0.4530460834503174,0.820717453956604,0.4334969222545624,0.926589846611023,0.4764409959316254,0.4027789831161499,0.6046984195709229,0.5370896458625793,0.5826061964035034,0.4628707766532898,0.57420814037323,0.4717581272125244,0.6014905571937561,0.7506231069564819,0.5512924194335938,0.8807711005210876,0.5343572497367859,0.8176454901695251,0.5221443772315979,0.8212487697601318,0.5500769019126892,0.6260567903518677,0.7249283194541931,0.7557319402694702,0.7057251930236816,0.7088666558265686,0.7733832001686096,0.7286311984062195,0.8609986305236816,0.4672391712665558,0.5899424552917479,0.82112717628479,0.5380935072898865,0.2431443184614181,0.7046329379081726,0.39650046825408936,0.9715924859046936,0.7614254355430603,1.0214205980300903,1.0151194334030151,0.8793279528617859,1.0088155269622805,0.5910667777061462,-11.945362091064453,5.842724800109862,15.991840362548828,13.819375991821287,53.33004760742188,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Stressed,99.99972534179688,0.7554452419281006,0.7317245006561279,0.0780307948589325,0.2719575762748718,25,39,93.72630310058594,98.91079711914062,99.48216247558594,88.66529083251953,92.34313201904295,97.56446838378906,92.72064208984376,80.07717895507812,0.058584146201610565,0.6215185523033142,0.3653231859207153,0.5403005480766296,0.18730154633522034,0.8752633333206177,0.4430454969406128,0.8080222010612488,0.1969771385192871,0.7190945744514465,0.05490553379058838,0.5907129645347595,0.014688054099678991,0.5366657376289368,0.06720796972513199,0.5266808271408081,0.2433626502752304,0.4797353744506836,0.34008821845054626,0.4427036643028259,0.4791095256805421,0.4501388072967529,0.012362542562186718,0.6343994140625,0.12067414820194244,0.6076768636703491,0.0487048514187336,0.6083568334579468,0.06438058614730835,0.6321446299552917,0.3059546947479248,0.558582067489624,0.42841875553131104,0.5248925685882568,0.3568919599056244,0.5268567800521851,0.3683923780918121,0.5520976185798645,0.1953290551900864,0.7612890601158142,0.3094165921211243,0.7317328453063965,0.2711061835289001,0.8079168796539307,0.3131633400917053,0.8857926726341248,0.058584146201610565,0.6215185523033142,0.3653231859207153,0.5403005480766296,0.013502036221325396,0.6731191277503967,0.15089203417301178,0.9341063499450684,0.3996241688728333,1.0190467834472656,0.6969898343086243,0.7929650545120239,0.6577812433242798,0.4971480071544647,-21.662473678588867,-13.658824920654295,10.990967750549316,17.553352355957028,73.32209777832031,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
