NewTarget,Confidence,BoundingBoxWidth,BoundingBoxHeight,BoundingBoxLeft,BoundingBoxTop,AgeRangeLow,AgeRangeHigh,SmileConfidence,EyeglassesConfidence,SunglassesConfidence,GenderConfidence,BeardConfidence,MustacheConfidence,EyesOpenConfidence,MouthOpenConfidence,eyeLeftX,eyeLeftY,eyeRightX,eyeRightY,mouthLeftX,mouthLeftY,mouthRightX,mouthRightY,noseX,noseY,leftEyeBrowLeftX,leftEyeBrowLeftY,leftEyeBrowRightX,leftEyeBrowRightY,leftEyeBrowUpX,leftEyeBrowUpY,rightEyeBrowLeftX,rightEyeBrowLeftY,rightEyeBrowRightX,rightEyeBrowRightY,rightEyeBrowupX,rightEyeBrowupY,leftEyeLeftX,leftEyeLeftY,leftEyeRightX,leftEyeRightY,leftEyeUpX,leftEyeUpY,leftEyeDownX,leftEyeDownY,rightEyeLeftX,rightEyeLeftY,rightEyeRightX,rightEyeRightY,rightEyeUpX,rightEyeUpY,rightEyeDownX,rightEyeDownY,noseLeftX,noseLeftY,noseRightX,noseRightY,mouthUpX,mouthUpY,mouthDownX,mouthDownY,leftPupilX,leftPupilY,rightPupilX,rightPupilY,upperJawlineLeftX,upperJawlineLeftY,midJawlineLeftX,midJawlineLeftY,chinBottomX,chinBottomY,midJawlineRightX,midJawlineRightY,upperJawlineRightX,upperJawlineRightY,PoseRoll,PoseYaw,PosePitch,QualityBrightness,QualitySharpness,SmileValue_ False,EyeglassesValue_ False,SunglassesValue_ False,GenderValue_ 'Male',BeardValue_ False,MustacheValue_ False,EyesOpenValue_ False,EyesOpenValue_ True,MouthOpenValue_ False
Relaxed,99.99821472167969,0.4217236638069153,0.4549939930438995,0.5643939375877379,0.29691025614738464,29,45,95.90503692626952,99.32533264160156,54.03767395019531,98.83033752441406,97.81385040283205,98.42859649658205,99.93389129638672,62.75505828857422,0.6912621259689331,0.6094763875007629,0.7110773921012878,0.4035221040248871,0.865059494972229,0.6023616194725037,0.8814690709114075,0.4309650957584381,0.7601702213287354,0.4878722429275513,0.6568675637245178,0.6892874836921692,0.6254222989082336,0.615477979183197,0.6340054273605347,0.5518696904182434,0.6451541185379028,0.43341609835624695,0.6476719379425049,0.3773229122161865,0.6904297471046448,0.3318595588207245,0.6916226148605347,0.6485174298286438,0.697203516960144,0.568583071231842,0.6811346411705017,0.6076021194458008,0.6991659998893738,0.6084646582603455,0.7091162800788879,0.4442031681537628,0.717980682849884,0.3697251975536345,0.700855016708374,0.4008378982543945,0.7184953689575195,0.4047913253307343,0.7961332201957703,0.5419004559516907,0.8029683828353882,0.4657211601734162,0.8372583985328674,0.5045330524444579,0.8937603831291199,0.5116453766822815,0.6912621259689331,0.6094763875007629,0.7110773921012878,0.4035221040248871,0.7344028353691101,0.7665212750434875,0.9174354076385498,0.7343135476112366,0.996443510055542,0.5295677781105042,0.9497507214546204,0.3699117004871368,0.7756252288818359,0.3174218833446503,-82.20874786376953,5.44386625289917,22.57587242126465,19.66496467590332,73.32209777832031,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Relaxed,99.99783325195312,0.4878689646720886,0.4310439825057984,0.025686636567115784,0.192111536860466,39,57,95.97404479980469,97.86767578125,92.35464477539062,80.953369140625,92.3453369140625,95.9201889038086,99.48932647705078,73.04399871826172,0.3418123722076416,0.2969008088111877,0.36099037528038025,0.4949377775192261,0.17328746616840365,0.3260100185871124,0.18895095586776733,0.49093958735466,0.2884443700313568,0.3935208022594452,0.36185377836227417,0.2208625227212906,0.4026128351688385,0.2723444998264313,0.4044043719768524,0.32951077818870544,0.4151601493358612,0.4443999826908112,0.4242578446865082,0.5032657980918884,0.3948111832141876,0.5673691630363464,0.3352041244506836,0.26210758090019226,0.3432965576648712,0.335660457611084,0.35138756036758423,0.2946920692920685,0.3340189456939697,0.29789212346076965,0.3548605144023895,0.4555802345275879,0.3609178066253662,0.5310700535774231,0.3705310523509979,0.4940923750400543,0.3528442978858948,0.4943176209926605,0.247505322098732,0.3631710708141327,0.2542540431022644,0.4371371567249298,0.2129154056310653,0.40270665287971497,0.15757398307323456,0.4080549776554108,0.3418123722076416,0.2969008088111877,0.36099037528038025,0.4949377775192261,0.28149548172950745,0.18947541713714602,0.10815632343292236,0.2454558461904525,0.05748007819056511,0.4200112521648407,0.14045415818691254,0.5996173024177551,0.3222590982913971,0.6257691979408264,82.69054412841797,-3.9982213973999023,21.736629486083984,30.421470642089844,67.22731018066406,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Relaxed,99.99717712402344,0.3803853392601013,0.43018487095832825,0.5918970704078674,0.285235196352005,35,51,89.24435424804688,67.64268493652344,55.2133903503418,65.14804077148439,81.11166381835938,91.5298843383789,98.47080993652344,69.01887512207031,0.7051534652709961,0.5810166001319885,0.7155655026435852,0.38681817054748535,0.8422275185585022,0.555641233921051,0.8506856560707092,0.3944024741649628,0.7281123399734497,0.456904262304306,0.6885884404182434,0.6586325764656067,0.6472398638725281,0.5915699005126953,0.6473805904388428,0.5313541293144226,0.6529855728149414,0.4208291471004486,0.6583245992660522,0.369427889585495,0.7055083513259888,0.3246910870075226,0.710064172744751,0.6170830130577087,0.7087400555610657,0.542108952999115,0.6955394148826599,0.5797697901725769,0.7112997174263,0.5787963271141052,0.7149376869201659,0.42512694001197815,0.7235850691795349,0.3556111752986908,0.7057600617408752,0.3855547606945038,0.7212590575218201,0.3876768052577973,0.7770029306411743,0.5052629113197327,0.7802169919013977,0.434838205575943,0.8063672184944153,0.4665350615978241,0.8559132814407349,0.4677576720714569,0.7051534652709961,0.5810166001319885,0.7155655026435852,0.38681817054748535,0.7853143215179443,0.7249167561531067,0.9290812611579896,0.6753203272819519,0.9525710344314576,0.4755045473575592,0.943952739238739,0.33863702416419983,0.8053497672080994,0.3072700500488281,-85.28883361816406,3.6045823097229017,36.53597259521485,14.05595874786377,32.20803451538086,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Happy,99.99987030029295,0.671072244644165,0.7681298255920409,0.3755488693714142,0.07099059969186783,13,23,96.9079818725586,97.94776916503906,99.16217803955078,89.95381927490234,96.85150146484376,99.24080657958984,72.1308822631836,86.01168823242188,0.7751445770263672,0.6518073678016663,0.6935906410217285,0.2997681200504303,1.0391556024551392,0.5138187408447266,0.9713601469993592,0.22071528434753407,0.8932519555091858,0.3893781900405884,0.7325442433357239,0.8186647891998291,0.6853538155555725,0.711086094379425,0.6792641878128052,0.5975804924964905,0.6335645318031311,0.39687344431877136,0.5928063988685608,0.3062817454338074,0.5920733213424683,0.2068537324666977,0.7855542302131653,0.7184744477272034,0.760254979133606,0.5817157030105591,0.7616797685623169,0.6561265587806702,0.7857530117034912,0.6455754637718201,0.7111633419990541,0.3691971004009247,0.6754226684570312,0.24165745079517365,0.6801887154579163,0.302935391664505,0.7051973938941956,0.2970417439937592,0.927535593509674,0.4598689377307892,0.8976921439170837,0.3299267590045929,0.9784666299819946,0.3668686151504517,1.0573374032974243,0.33897042274475103,0.7751445770263672,0.6518073678016663,0.6935906410217285,0.2997681200504303,0.7973668575286865,0.9069074988365172,1.0790584087371826,0.7115683555603027,1.1913814544677734,0.29643356800079346,0.9357420802116394,0.0888003408908844,0.6215689778327942,0.13976170122623446,-108.78418731689452,4.426538467407227,3.2117741107940674,16.34720802307129,38.89601135253906,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Happy,99.99925231933594,0.7417666912078857,0.8159513473510742,0.07719297707080841,0.07083523273468018,13,23,83.60662841796875,97.04318237304688,99.0331802368164,96.34133911132812,97.66446685791016,99.39889526367188,64.73319244384766,79.97669982910156,0.3658957481384277,0.33689308166503906,0.28559112548828125,0.7068623900413513,0.07321777194738388,0.2588774561882019,0.005055888555943966,0.5651728510856628,0.1759260892868042,0.4421472251415253,0.4608805775642395,0.2258463948965073,0.4722153842449188,0.33926787972450256,0.4343388676643372,0.4377451837062836,0.38868388533592224,0.6495278477668762,0.38052183389663696,0.7663171291351318,0.3225211501121521,0.8709182739257812,0.3810509741306305,0.2728285491466522,0.347420334815979,0.4076129198074341,0.3803321123123169,0.3396896421909332,0.3528946340084076,0.3322382867336273,0.29915741086006165,0.6310928463935852,0.2724188566207886,0.7744864821434021,0.29984623193740845,0.7111931443214417,0.2733551263809204,0.698721170425415,0.1556188464164734,0.36980774998664856,0.12599939107894895,0.5066611170768738,0.07263486832380295,0.4106208086013794,0.013042674399912356,0.3792843520641327,0.3658957481384277,0.33689308166503906,0.28559112548828125,0.7068623900413513,0.40570905804634094,0.13759534060955048,0.07715200632810593,0.09193367511034012,0.1632608324289322,0.3305644690990448,0.062432888895273216,0.7487226128578186,0.2333625704050064,0.947310745716095,103.9307632446289,-4.995044231414795,8.364226341247559,31.113933563232425,60.49041748046875,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Happy,99.99978637695312,0.8664320707321167,0.8577041029930115,0.09530369192361833,0.05332273244857788,16,28,96.7694854736328,98.51612091064452,99.58586120605469,93.44367218017578,96.82969665527344,99.29027557373048,81.91056060791016,85.8529052734375,0.43306994438171387,0.3290722072124481,0.3286190927028656,0.7214291095733643,0.11571759730577467,0.2091292887926101,0.02801942080259323,0.5341898202896118,0.2247270792722702,0.43993493914604187,0.5394017696380615,0.213154211640358,0.5497695207595825,0.3472066819667816,0.5046172142028809,0.4533275365829468,0.444459080696106,0.6786016821861267,0.4289341866970062,0.8011305928230286,0.3575833439826965,0.8982020020484924,0.4517096281051636,0.2588469982147217,0.4092798531055449,0.4036782085895538,0.4489457309246063,0.33474481105804443,0.4187540113925934,0.3225762546062469,0.3462327420711517,0.640869677066803,0.3099825382232666,0.7911903262138367,0.3439226448535919,0.7290597558021545,0.3151125907897949,0.7114925980567932,0.2024305909872055,0.34793463349342346,0.16355359554290771,0.4933591187000274,0.11007727682590483,0.3841233253479004,0.01657034270465374,0.33749380707740784,0.43306994438171387,0.3290722072124481,0.3286190927028656,0.7214291095733643,0.4764707684516907,0.08811049908399582,0.12051865458488464,0.0041649010963737965,0.14775414764881134,0.2589296400547028,0.06411441415548325,0.7015485763549805,0.24874065816402435,0.9482173323631288,107.8926773071289,-1.4067655801773071,8.034043312072754,55.97871398925781,78.64350128173828,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Relaxed,99.99829864501952,0.4581735134124756,0.4562740027904511,0.4155845046043396,0.2523145973682404,39,57,93.96355438232422,98.96778106689452,69.96487426757811,97.43833923339844,96.9395523071289,98.32432556152344,99.76671600341795,76.32379150390625,0.5870662927627563,0.5953850150108337,0.5699713826179504,0.3782027959823608,0.7589365243911743,0.5474101305007935,0.7450089454650879,0.3670249879360199,0.6421339511871338,0.4784002006053925,0.5631888508796692,0.6785572171211243,0.5230051875114441,0.6220860481262207,0.5218528509140015,0.5587339997291565,0.5119131803512573,0.4340222775936127,0.5029283165931702,0.3711917698383331,0.5331565737724304,0.30121853947639465,0.5930541157722473,0.6325770616531372,0.5854052901268005,0.551872968673706,0.5769039988517761,0.5972298979759216,0.5945121049880981,0.5926910042762756,0.5750176906585693,0.4206514656543732,0.5698170661926271,0.3385743796825409,0.5596928000450134,0.3791920840740204,0.5775704383850098,0.3778824508190155,0.6823590397834778,0.5096691250801086,0.6759516000747681,0.4295143187046051,0.7177618145942688,0.4634014666080475,0.7741708159446716,0.4536122381687164,0.5870662927627563,0.5953850150108337,0.5699713826179504,0.3782027959823608,0.6441153287887573,0.7109560370445251,0.8230680227279663,0.6361663937568665,0.8766561150550842,0.4355898201465607,0.7919289469718933,0.2523148059844971,0.6059945821762085,0.2371976524591446,-95.77980041503906,2.404516696929932,20.363067626953125,23.487876892089844,46.02980041503906,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Relaxed,99.99845886230469,0.4981277287006378,0.5097649097442627,0.08269515633583069,0.160093292593956,33,49,96.8283920288086,98.71019744873048,76.25786590576172,80.65464782714844,92.84071350097656,97.15999603271484,99.8068618774414,84.35774230957031,0.4096875786781311,0.28225454688072205,0.4202175140380859,0.5189138054847717,0.2236265838146209,0.30442723631858826,0.231975719332695,0.5008610486984253,0.3582243621349335,0.3968497216701508,0.4328574240207672,0.1929553598165512,0.4811059534549713,0.2594630420207977,0.4821345210075378,0.3279784619808197,0.4878956079483032,0.4648873507976532,0.4927285611629486,0.5346608161926271,0.4507739543914795,0.6066240072250366,0.40295025706291204,0.2402859330177307,0.4095258116722107,0.3285307586193085,0.42114225029945374,0.2807988226413727,0.4013153314590454,0.28309112787246704,0.4158522784709929,0.4718613922595978,0.4169691503047943,0.5612042546272278,0.4315948486328125,0.5189050436019897,0.4115836918354033,0.5175465345382689,0.3071812093257904,0.35562562942504883,0.3107524514198303,0.44334444403648376,0.26792049407958984,0.39984461665153503,0.2050480991601944,0.4011547863483429,0.4096875786781311,0.28225454688072205,0.4202175140380859,0.5189138054847717,0.3322429060935974,0.1454514116048813,0.1384451389312744,0.19887827336788166,0.08786240965127945,0.4053377211093903,0.15561114251613614,0.6193090081214905,0.3541771471500397,0.6653013825416565,87.67569732666016,-3.936439037322998,17.890243530273438,18.98802375793457,38.89601135253906,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Happy,99.98396301269531,0.3558211326599121,0.38225188851356506,0.4542441368103027,0.2096901684999466,23,35,94.58643341064452,82.54376983642578,59.22162628173828,88.16712188720703,82.35955047607422,91.5766372680664,98.4179229736328,75.51940155029297,0.5689345598220825,0.4810980260372162,0.5637339353561401,0.3168109357357025,0.6992605328559875,0.4516004621982575,0.6947289705276489,0.3147701919078827,0.6118620038032532,0.3807229995727539,0.5495929718017578,0.5465151667594911,0.5200099349021912,0.4955593049526215,0.520887017250061,0.4453903436660767,0.5178328156471252,0.35107362270355225,0.5138089656829834,0.30594560503959656,0.5403441190719604,0.2615358531475067,0.5725803971290588,0.51095050573349,0.5693811178207397,0.4480349719524384,0.5612232089042664,0.4812231957912445,0.574792742729187,0.4790712296962738,0.566233217716217,0.348819762468338,0.5653494000434875,0.2886570692062378,0.5559388995170593,0.31632789969444275,0.5695269703865051,0.31663236021995544,0.6427940130233765,0.41447266936302185,0.640654981136322,0.3538801372051239,0.6705889105796814,0.3798418343067169,0.7136733531951904,0.3766012191772461,0.5689345598220825,0.4810980260372162,0.5637339353561401,0.3168109357357025,0.6121213436126709,0.5901996493339539,0.74824059009552,0.5392663478851318,0.7921019792556763,0.3736541271209717,0.7380660176277161,0.24970275163650515,0.6002051830291748,0.2326837033033371,-91.99656677246094,5.895319938659668,21.01543426513672,10.679498672485352,92.22801208496094,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Relaxed,85.00792694091797,0.34560322761535645,0.4929822385311127,0.5753217935562134,0.2373785227537155,22,34,87.45699310302734,83.62390899658203,91.50457763671876,61.44426345825195,71.29993438720703,89.32169342041016,92.33744049072266,64.33706665039061,0.7082568407058716,0.6004613637924194,0.6989646553993225,0.3985072672367096,0.8952679634094238,0.5733636617660522,0.8877597451210022,0.4057411253452301,0.7758144736289978,0.4800274670124054,0.6797254085540771,0.6830157637596129,0.6406913995742798,0.61757892370224,0.6426298022270203,0.5551584959030151,0.6376343369483948,0.43820297718048096,0.6303851008415222,0.38236066699028015,0.6636990904808044,0.3307255208492279,0.7130159139633179,0.6383101344108582,0.7086939811706543,0.5606456995010376,0.6977006196975708,0.6005592346191406,0.7166119217872621,0.5991098880767822,0.7030919194221497,0.438560962677002,0.7004712820053101,0.3641742467880249,0.6884645223617554,0.39744988083839417,0.7074318528175354,0.3989994525909424,0.8145816922187805,0.5248749852180481,0.8112391829490662,0.4493745565414429,0.8543789982795715,0.4835886061191559,0.9141821861267092,0.4828442633152008,0.7082568407058716,0.6004613637924194,0.6989646553993225,0.3985072672367096,0.7615208029747009,0.7445657849311829,0.9526119828224182,0.6895492672920227,1.0210412740707395,0.4841216504573822,0.9361806511878968,0.3274560272693634,0.741482138633728,0.30009523034095764,-65.58264923095703,13.622920036315918,15.246135711669922,13.859926223754885,97.45164489746094,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
